タイトル,資料番号,サブコレクション,内容分類,資料分類,年月日,印刷分類,出版事項等,縦×横（cm）,別タイトル,備考,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,コレクション,IIIFマニフェストURI,ソート用項目,西暦,# of media
dcterms:title,dcterms:identifier,bibo:volume,dcterms:subject,dcterms:type,dcterms:date,dcterms:format,dcterms:publisher,dcterms:extent,dcterms:alternative,archiveshub:note,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,uterms:databaseLabel,uterms:manifestUri,uterms:sort,uterms:year,772
生捕ました三度の大地震,II-02-004,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,,同資料:I-02-023,2fe5f21a-fa37-4dc6-9753-755df1ef3faa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2fe5f21a-fa37-4dc6-9753-755df1ef3faa,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56199/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56054,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2fe5f21a-fa37-4dc6-9753-755df1ef3faa/manifest,1040,1855,2
百一年目の日蝕,II-02-005,石本コレクションII,日食,摺物,明治20年8月19日,多色,朱清画,,,,723553d0-4a10-43fa-991c-7e46c6b6b01d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/723553d0-4a10-43fa-991c-7e46c6b6b01d,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56201/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56055,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/723553d0-4a10-43fa-991c-7e46c6b6b01d/manifest,1041,1887,2
明治二十歳八月十九日日食九分九厘余,II-02-006,石本コレクションII,日食,摺物,明治20年8月19日,多色,本所区林丁1丁メ2バンチ 画工兼出版人 小林新吉,,,2枚あり,5948d450-d1c5-4df9-b656-8984399747f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/5948d450-d1c5-4df9-b656-8984399747f7,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56203/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56056,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5948d450-d1c5-4df9-b656-8984399747f7/manifest,1042,1887,4
岐阜県愛知県大地震実況,II-02-007,石本コレクションII,災害,摺物,明治24年10月28日,多色,小国政筆 明治24年11月 日印刷 仝年11月 日出版 日本橋区長谷川町19バンチ 印刷兼発行者 福田伝次郎,,,3枚続|同資料:I-04-009,20af3de7-0f0b-407b-ab8a-6c0ae4c72970,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/20af3de7-0f0b-407b-ab8a-6c0ae4c72970,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56207/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56057,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/20af3de7-0f0b-407b-ab8a-6c0ae4c72970/manifest,1043,1891,6
鯰之讎討,II-02-008,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,鯰之讐討,同資料:I-02-055,f20d2fc7-27f8-4494-86c8-99a6cd1fbb7c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f20d2fc7-27f8-4494-86c8-99a6cd1fbb7c,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56213/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56058,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f20d2fc7-27f8-4494-86c8-99a6cd1fbb7c/manifest,1044,1855,2
岐阜市街大地震之図,II-02-009,石本コレクションII,災害,摺物,明治24年10月28日,多色,明治24年11月 日印刷 11月 日出版 日本バシ区馬喰丁2丁目11バンチ 印刷兼発行人 澤 久治郎,,,3枚続|同資料:I-03-001,ea2b53ce-7d17-47dd-bbca-678be036cf22,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ea2b53ce-7d17-47dd-bbca-678be036cf22,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56215/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56059,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ea2b53ce-7d17-47dd-bbca-678be036cf22/manifest,1045,1891,6
大津ぶれぶし,II-02-010,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,,2枚あり|うち1枚には浮世絵の裏打ちあり(「筑波根山平」「橋本や白糸」)|同資料:I-02-059,340f027a-f302-4db0-ba9e-e0a17ab0d5ff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/340f027a-f302-4db0-ba9e-e0a17ab0d5ff,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56221/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56060,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/340f027a-f302-4db0-ba9e-e0a17ab0d5ff/manifest,1046,1855,4
とてつるけんかへ歌,II-02-011,石本コレクションII,災害,鯰絵,弘化4年3月24日,多色,国輝画,,,同資料:I-02-092|善光寺地震についての資料,6efc7586-f05b-4a06-ab2e-03a9b26dad6f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6efc7586-f05b-4a06-ab2e-03a9b26dad6f,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56225/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56061,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6efc7586-f05b-4a06-ab2e-03a9b26dad6f/manifest,1047,1847,2
大地震満水の図,II-02-012,石本コレクションII,災害,かわら版,弘化4年3月24日,多色,,,,,9a0a8f47-f62c-475c-8827-625b5c10e89b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9a0a8f47-f62c-475c-8827-625b5c10e89b,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56227/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56062,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9a0a8f47-f62c-475c-8827-625b5c10e89b/manifest,1048,1847,2
治る御代ひやかし鯰,II-02-013,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,,同資料:I-02-084,a69ce079-a15b-477f-a48e-1668d8fad012,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/a69ce079-a15b-477f-a48e-1668d8fad012,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56229/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56063,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a69ce079-a15b-477f-a48e-1668d8fad012/manifest,1049,1855,2
是ハ万代の談柄 音聞浅間幻燈画,II-02-014,石本コレクションII,災害,摺物,明治21年7月15日,多色,豊原国周画 明治21年9月10日印刷出版、日本橋吉川町2番地 松木平吉 ホリ銀,,[おとにきくあさまのうつしえ],3枚続,dee975b1-cbc8-4d06-84ce-c15ba97f99f5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/dee975b1-cbc8-4d06-84ce-c15ba97f99f5,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56231/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56064,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dee975b1-cbc8-4d06-84ce-c15ba97f99f5/manifest,1050,1888,2
聞書東海道南海道国々大地震大つなミ,II-02-015,石本コレクションII,災害,摺物,嘉永7年11月,墨一色,,,東海道南海道国々大地震大つなみ,同資料:I-05-016,c5da21ff-b760-4082-9d86-be301fb3ed8f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c5da21ff-b760-4082-9d86-be301fb3ed8f,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56233/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56065,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c5da21ff-b760-4082-9d86-be301fb3ed8f/manifest,1051,1854,1
聞書諸国并大阪大地震つなみ,II-02-016,石本コレクションII,災害,摺物,嘉永7年11月,墨一色,,,,,514e8d22-812d-44ff-80b2-c30382bba828,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/514e8d22-812d-44ff-80b2-c30382bba828,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56234/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56066,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/514e8d22-812d-44ff-80b2-c30382bba828/manifest,1052,1854,1
大地震早引方角附,II-02-017,石本コレクションII,災害,摺物,嘉永7年11月,多色,,,,(付紙 嘉永6寅月14日「大地震ニ付テ」),444f11e8-2d84-416a-b44c-9fdc3e9872ff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/444f11e8-2d84-416a-b44c-9fdc3e9872ff,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56235/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56067,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/444f11e8-2d84-416a-b44c-9fdc3e9872ff/manifest,1053,1854,2
江戸名所道戯尽両国の夕立,II-02-018,石本コレクションII,名所案内,摺物,安政6年,多色,広景画 安政6年正月改,,,,f3b22d38-1a91-4e0f-97e8-7b94175212b2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f3b22d38-1a91-4e0f-97e8-7b94175212b2,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56237/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56068,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3b22d38-1a91-4e0f-97e8-7b94175212b2/manifest,1054,1859,2
しばらくのそとね,II-02-019,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,雨にハ困ります野じゅく しばらくのそとね,同資料:I-02-001,6e463a51-b463-45c3-b28a-8fd90d61ad6b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6e463a51-b463-45c3-b28a-8fd90d61ad6b,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56239/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56069,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e463a51-b463-45c3-b28a-8fd90d61ad6b/manifest,1055,1855,2
流行職人盡,II-02-020,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,流行職人尽,同資料:I-05-019,ab997982-1291-473e-96e4-b6f2ba43f844,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ab997982-1291-473e-96e4-b6f2ba43f844,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56241/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56070,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ab997982-1291-473e-96e4-b6f2ba43f844/manifest,1056,1855,2
恵比寿天申訳之記,II-02-021,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,,同資料:I-02-003,9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56243/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56071,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc/manifest,1057,1855,2
太平御代の御恵,II-02-022,石本コレクションII,災害,かわら版,安政2年10月2日,墨一色,安政2年10月25日改,,,II-02-022からII-02-024は3枚続,9c2a9bf3-e973-4ac9-a509-6bcd4ff4d3f1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9c2a9bf3-e973-4ac9-a509-6bcd4ff4d3f1,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56245/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56072,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9c2a9bf3-e973-4ac9-a509-6bcd4ff4d3f1/manifest,1058,1855,1
諸国大地震,II-02-023,石本コレクションII,災害,摺物,嘉永7年11月,墨一色,,,,II-02-022からII-02-024は3枚続,bf683b4c-4826-4a2e-b52c-fe639bad0740,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/bf683b4c-4826-4a2e-b52c-fe639bad0740,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56246/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56073,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bf683b4c-4826-4a2e-b52c-fe639bad0740/manifest,1059,1854,1
象頭山参詣道紀州加田ヨリ讃岐廻并播磨名勝附,II-02-024,石本コレクションII,名所案内,絵図,,多色,,,,II-02-022からII-02-024は3枚続,67acc5ab-0d8c-4859-bd52-ff54ea7287ea,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/67acc5ab-0d8c-4859-bd52-ff54ea7287ea,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56247/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56074,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/67acc5ab-0d8c-4859-bd52-ff54ea7287ea/manifest,1060,,1
伊豆下田小田原箱根大地震之図,II-02-025,石本コレクションII,災害,かわら版,嘉永7年11月4日,墨一色,,,,同資料:I-01-046,de178c2c-3d77-4db1-9475-cc354f52d949,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/de178c2c-3d77-4db1-9475-cc354f52d949,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56248/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56075,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/de178c2c-3d77-4db1-9475-cc354f52d949/manifest,1061,1854,2
鹿島神託所より鯰一統江申渡の事,II-02-026,石本コレクションII,災害,鯰絵,安政2年10月2日,墨一色,,,,II-02-026とII-02-027は2枚続,6802af37-c631-4457-980b-23304ebb5dda,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6802af37-c631-4457-980b-23304ebb5dda,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56250/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56076,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6802af37-c631-4457-980b-23304ebb5dda/manifest,1062,1855,2
地震方々ゆり状之事,II-02-027,石本コレクションII,災害,鯰絵,安政2年10月2日,墨一色,,,,II-02-026とII-02-027は2枚続,7587e79f-9f2a-4e86-bea0-69ceacb25fcb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/7587e79f-9f2a-4e86-bea0-69ceacb25fcb,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56252/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56077,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7587e79f-9f2a-4e86-bea0-69ceacb25fcb/manifest,1063,1855,2
東海道大地震津波出火,II-02-028,石本コレクションII,災害,かわら版,嘉永7年11月4日,墨一色,,,,,960e5c0e-7e49-431e-a0b9-68c7fe1225a8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/960e5c0e-7e49-431e-a0b9-68c7fe1225a8,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56254/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56078,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/960e5c0e-7e49-431e-a0b9-68c7fe1225a8/manifest,1064,1854,2
摂津大津波次第,II-02-029,石本コレクションII,災害,かわら版,嘉永7年11月5日,墨一色,,,,,f50bff07-5e2e-4af8-9198-4d21509564e4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f50bff07-5e2e-4af8-9198-4d21509564e4,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56256/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56079,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f50bff07-5e2e-4af8-9198-4d21509564e4/manifest,1065,1854,2
方角場所附 [江戸大火],II-02-030,石本コレクションII,災害,かわら版,文政12年3月21日,墨一色,,,,,b924627d-fa0f-47ad-b857-97107e67d99a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/b924627d-fa0f-47ad-b857-97107e67d99a,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56258/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56080,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b924627d-fa0f-47ad-b857-97107e67d99a/manifest,1066,1829,2
[善光寺地震摺物写],II-02-031,石本コレクションII,災害,書付,弘化4年3月24日,墨一色,,,,*I-01-034,49d2a06d-6963-441c-8f6b-15b66fab2b0d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/49d2a06d-6963-441c-8f6b-15b66fab2b0d,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56260/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56081,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/49d2a06d-6963-441c-8f6b-15b66fab2b0d/manifest,1067,1847,2
嘉永七寅年六月大地震并出火之次第聞書写,II-02-032,石本コレクションII,災害,書付(冊子),嘉永7年6月14日,墨一色,,,,3枚綴,d2ed9a62-5c51-4c50-9504-3611ca87d1d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d2ed9a62-5c51-4c50-9504-3611ca87d1d4,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56262/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56082,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d2ed9a62-5c51-4c50-9504-3611ca87d1d4/manifest,1068,1854,6
