タイトル,書名よみ,形態,他の書名,注記,分類,OPAC,請求記号,Source Identifier,Date,Publisher,Type,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:transcription,dcterms:extent,dcndl:alternative,archiveshub:note,dcterms:subject,dcterms:references,dcndl:callNumber,dcndl:sourceIdentifier,dcterms:date,dcterms:publisher,dcterms:type,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,50331
八曲筐掛絵 / 竹田小出雲作,はっきょくかたみのかけえ,13丁 : 挿絵 ; 23cm,八曲筐掛繪,"刊記: 延享元年, 山本九兵衞[ほか]|刊年: 延享元年",義太夫節,,E22:776:909|A00:霞亭:909,東京大学総合図書館霞亭文庫目録909,延享元年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c17cc667-9ec1-48dc-af71-cd9e7767f641.json,c17cc667-9ec1-48dc-af71-cd9e7767f641,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/c17cc667-9ec1-48dc-af71-cd9e7767f641,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/452cd324ee9f30b29908764c8e1b2aee6a44390f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40478,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0909,1744,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c17cc667-9ec1-48dc-af71-cd9e7767f641/manifest,,,,,16
国姓爺合戦(座敷操御伽軍記) / 近松門左衛門作,こくせんやがっせん,5巻5冊 : 挿絵 ; 23cm,御伽軍記,内題: 巻一のみ「御伽軍記」|刊年: [寛延・宝暦頃],義太夫節,,E22:776:910|A00:霞亭:910,東京大学総合図書館霞亭文庫目録910,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3b5d3bba-c9fb-4f57-894e-617d9f903b65.json,3b5d3bba-c9fb-4f57-894e-617d9f903b65,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3b5d3bba-c9fb-4f57-894e-617d9f903b65,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae0622b81ae1e403ba36370f233e1e2529394086.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40479,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0910,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3b5d3bba-c9fb-4f57-894e-617d9f903b65/manifest,,,,,123
筑豊故事 / 浪速散人一楽作,ちくほうこじ,3巻1冊 : 挿絵 ; 23cm,筑豐故事,原題筌: 「筑豐故事」|刊年: 宝暦六年,義太夫節,,E22:776:911|A00:霞亭:911,東京大学総合図書館霞亭文庫目録911,宝暦六年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/efa419f0-2038-424a-bdc2-857609dc9834.json,efa419f0-2038-424a-bdc2-857609dc9834,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/efa419f0-2038-424a-bdc2-857609dc9834,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7b17908a4b7b84ae657b60a166b9073402e3e67d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40480,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0911,1756,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/efa419f0-2038-424a-bdc2-857609dc9834/manifest,,,,,47
女大名東西評林,おんなだいみょうとうざいひょうりん,46丁半 ; 16cm,東西評林,"原題筌: 「東西評林」|刊記: 宝暦八年, 大坂・丹波屋半兵衞[ほか]|刊年: 宝暦八年",義太夫節,,E22:776:912|A00:霞亭:912,東京大学総合図書館霞亭文庫目録912,宝暦八年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6f0bda44-0c22-46fe-bbe5-d9a145440be9.json,6f0bda44-0c22-46fe-bbe5-d9a145440be9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/6f0bda44-0c22-46fe-bbe5-d9a145440be9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a558901c19ffcc39ab781b2d6dfb8c2b713954b9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40481,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0912,1758,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6f0bda44-0c22-46fe-bbe5-d9a145440be9/manifest,,,,,51
(音曲)商売往来 / 竹本染太夫章,おんぎょくしょうばいおうらい,8丁 ; 21cm,音曲商賣徃來,"内題: 「音曲商賣徃來」|刊記: 寶暦十二年, 京都・山本九兵衞板[ほか]|刊年: 宝暦十二年",義太夫節,,E22:776:913|A00:霞亭:913,東京大学総合図書館霞亭文庫目録913,宝暦十二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bafec4e3-a36a-49ac-b101-14e71290da65.json,bafec4e3-a36a-49ac-b101-14e71290da65,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/bafec4e3-a36a-49ac-b101-14e71290da65,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/de10518f2f2bcc3d89943bc5f0433a1c5f5549d4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40482,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0913,1762,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bafec4e3-a36a-49ac-b101-14e71290da65/manifest,,,,,11
人形芝居番付集,にんぎょうしばいばんづけしゅう,55丁 : 挿絵 ; 23cm,,内容:倭假名在原系圖|刊年: [宝暦以降],義太夫節,,E22:776:914|A00:霞亭:914,東京大学総合図書館霞亭文庫目録914,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/76ca6969-7246-4608-8555-efbbe1d92ebf.json,76ca6969-7246-4608-8555-efbbe1d92ebf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/76ca6969-7246-4608-8555-efbbe1d92ebf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cfabb3e2f4d32b245004e1a4a2538178e143e0ec.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40483,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0914,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/76ca6969-7246-4608-8555-efbbe1d92ebf/manifest,,,,,71
人形番付集,にんぎょうばんづけしゅう,16丁 : 挿絵 ; 22cm,,内容:眞鳥實記・かつら川心中・久米仙人|刊年: 宝暦~天明,義太夫節,,E22:776:915|A00:霞亭:915,東京大学総合図書館霞亭文庫目録915,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/73660410-560f-4098-8ca0-0b5ad6c2da75.json,73660410-560f-4098-8ca0-0b5ad6c2da75,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/73660410-560f-4098-8ca0-0b5ad6c2da75,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/289f52946f442806bb67df12016aaeb07cb15357.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40484,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0915,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/73660410-560f-4098-8ca0-0b5ad6c2da75/manifest,,,,,18
評判三極志,ひょうばんさんごくし,13丁 ; 11cm,,刊年: 明和三年,義太夫節,,E22:776:916|A00:霞亭:916,東京大学総合図書館霞亭文庫目録916,明和三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/21277da1-cd6e-4ecc-8902-84fea50bc7b9.json,21277da1-cd6e-4ecc-8902-84fea50bc7b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/21277da1-cd6e-4ecc-8902-84fea50bc7b9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f1ec7d1df906e35ddc26dc07640341587f7aabb3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40485,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0916,1766,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/21277da1-cd6e-4ecc-8902-84fea50bc7b9/manifest,,,,,16
音曲口伝書 / 順四軒編,おんぎょくくでんしょ,54丁半 ; 17cm,竹本播磨少掾口傳|門弟順四軒聞書|竹本播磨少掾口傳音曲話口伝書,"内題: 「竹本播磨少掾口傳・門弟順四軒聞書」|刊記: 安永二年,大坂書林・吉川惣兵衞[ほか]|刊年: 安永二年|「竹本播磨少掾口傳音曲話口伝書」は題簽から",義太夫節,,E22:776:917|A00:霞亭:917,東京大学総合図書館霞亭文庫目録916,安永二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/98fd5ee9-8921-4af8-b691-a6f28d907681.json,98fd5ee9-8921-4af8-b691-a6f28d907681,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/98fd5ee9-8921-4af8-b691-a6f28d907681,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f98921160223a1907372eb5d385e427949f146be.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40486,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0917,1773,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/98fd5ee9-8921-4af8-b691-a6f28d907681/manifest,,,,,59
外題年鑑 / 一楽子編,げだいねんかん,82丁半; 16cm,,"刊記: 安永八年増補改正,大坂・文華堂増田源兵衞|刊年: 安永八年",義太夫節,,E22:776:918|A00:霞亭:918,東京大学総合図書館霞亭文庫目録918,安永八年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/780b6e6d-3941-44a4-a4f3-465ef0631460.json,780b6e6d-3941-44a4-a4f3-465ef0631460,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/780b6e6d-3941-44a4-a4f3-465ef0631460,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3e82f1bf788d0edd43c7d6af17126e11b15ad2de.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40487,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0918,1779,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/780b6e6d-3941-44a4-a4f3-465ef0631460/manifest,,,,,86
累解脱打鋪 / 津打治兵衛作,かさねげだつのうちしき,105丁 : 挿絵 ; 23cm,,"刊記: 寛政四年, 八州堂[ほか]|刊年: 寛政四年",義太夫節,,E22:776:919|A00:霞亭:919,東京大学総合図書館霞亭文庫目録919,寛政四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/680fdd84-7d49-41f8-8dd8-510e08e17fbd.json,680fdd84-7d49-41f8-8dd8-510e08e17fbd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/680fdd84-7d49-41f8-8dd8-510e08e17fbd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/65773cd77e0ac92cb32bd4cd812055ed0ddb7626.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40488,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0919,1792,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/680fdd84-7d49-41f8-8dd8-510e08e17fbd/manifest,,,,,108
今昔操年代記,いまむかしあやつりねんだいき,24丁 ; 11cm,淨瑠璃來曆,"西沢一風作「今昔操年代記」(905)の改竄本|内題: 「淨瑠璃來曆」|刊記: 丙寛政八年, 伊勢・本清板|刊年: 寛政八年",義太夫節,,E22:776:920|A00:霞亭:920,東京大学総合図書館霞亭文庫目録920,寛政八年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c8ad86e3-1746-49d8-9b3a-ca35f72d8511.json,c8ad86e3-1746-49d8-9b3a-ca35f72d8511,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/c8ad86e3-1746-49d8-9b3a-ca35f72d8511,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/10c890066ed65277b953a3600b435429dec1b4ab.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40489,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0920,1796,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c8ad86e3-1746-49d8-9b3a-ca35f72d8511/manifest,,,,,28
(竹本豊竹)浄瑠璃譜,たけもととよたけじょうるりふ,2巻1冊 : 挿絵 ; 24cm,諸事聞書往來,"成立時: 享和四年(序)|原本は写本, 安政五年写|内題: 「諸事聞書往來」",義太夫節,,E22:776:921|A00:霞亭:921,東京大学総合図書館霞亭文庫目録921,享和四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5343a5a0-fb4a-4385-9549-03d39bf8750a.json,5343a5a0-fb4a-4385-9549-03d39bf8750a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/5343a5a0-fb4a-4385-9549-03d39bf8750a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/487ea9bb9cca35ec9fb48d84ed0c9c93aa6e25ac.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40490,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0921,1804,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5343a5a0-fb4a-4385-9549-03d39bf8750a/manifest,,,,,53
(竹本豊竹)音曲高名集,たけもととよたけおんぎょくこうみょうしゅう,17丁 ; 挿絵 ; 17cm,,刊年:文化三年,義太夫節,,E22:776:922|A00:霞亭:922,東京大学総合図書館霞亭文庫目録922,文化三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6e504ae4-633c-4200-9d70-ad3951c0a9c0.json,6e504ae4-633c-4200-9d70-ad3951c0a9c0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/6e504ae4-633c-4200-9d70-ad3951c0a9c0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/489f7b22e9569fb5a678bc983141ef843f21cf35.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40491,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0922,1806,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e504ae4-633c-4200-9d70-ad3951c0a9c0/manifest,,,,,20
"(鐘は上野か浅草か)花雲佐倉曙 / 佐久間松長軒, 登与島玉和軒作",かねはうえのかあさくさかはなのくもさくらのあけぼの,2冊 ; 挿絵 ; 23cm,神靈怪談花雲佐倉曙,原題簽:「神靈怪談花雲佐倉曙」|刊記: 江戸・和泉屋市兵衞[ほか]|刊年:嘉永六年,義太夫節,,E22:776:923|A00:霞亭:923,東京大学総合図書館霞亭文庫目録923,嘉永六年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fde6e908-95bb-41d3-b725-1e70b1f62815.json,fde6e908-95bb-41d3-b725-1e70b1f62815,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/fde6e908-95bb-41d3-b725-1e70b1f62815,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/05f5aa542a375405f7ecdb92836bba1a867ee297.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40492,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0923,1853,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fde6e908-95bb-41d3-b725-1e70b1f62815/manifest,,,,,101
佐藤忠信廿日正月 / 竹本筑後掾正本,さとうただのぶはつかしょうがつ,3巻1冊 ; 23cm,忠信廿日正月,原題簽:「忠信廿日正月」|刊記: 大坂・山本九兵衞[ほか]|刊年:未詳,義太夫節,,E22:776:924|A00:霞亭:924,東京大学総合図書館霞亭文庫目録924,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9e709c42-edbb-4ac8-bf5c-c8d6b0ceeb11.json,9e709c42-edbb-4ac8-bf5c-c8d6b0ceeb11,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/9e709c42-edbb-4ac8-bf5c-c8d6b0ceeb11,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/91d19dfdc01daef29405533dee927cd50b608a0a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40493,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0924,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9e709c42-edbb-4ac8-bf5c-c8d6b0ceeb11/manifest,,,,,52
自然居士 / 竹本義太夫正本,じねんこじ,59丁半 ; 23cm,,刊記: 京都・山本九兵衞板[ほか]|刊年:未詳,義太夫節,,E22:776:925|A00:霞亭:925,東京大学総合図書館霞亭文庫目録925,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/26763cfc-2ea1-4356-ab60-b4b1e8103889.json,26763cfc-2ea1-4356-ab60-b4b1e8103889,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/26763cfc-2ea1-4356-ab60-b4b1e8103889,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cdcbb719b94cae0262ba945e63dd04b1d46c627b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40494,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0925,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/26763cfc-2ea1-4356-ab60-b4b1e8103889/manifest,,,,,62
大和哥五穀色紙 / 富松薩摩正本,やまとうたごこくのしきし,70丁 ; 23cm,大和歌五穀色紙,原題簽:「大和歌五穀色紙」|刊記: 京都・山本九兵衞刋|刊年:[正徳頃],諸派,,E22:776:926|A00:霞亭:926,東京大学総合図書館霞亭文庫目録926,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f8ff769b-d6ab-4758-86f0-c6d00d3ad5a7.json,f8ff769b-d6ab-4758-86f0-c6d00d3ad5a7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/f8ff769b-d6ab-4758-86f0-c6d00d3ad5a7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6255c90b1fbed1683cc175fdb8da55e1e5339c97.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40495,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0926,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f8ff769b-d6ab-4758-86f0-c6d00d3ad5a7/manifest,,,,,73
傾城躑躅岡 / [富松薩摩正本],けいせいつつじがおか,3巻1冊 ; 22cm,,刊年:[享保元年],諸派,,E22:776:927|A00:霞亭:927,東京大学総合図書館霞亭文庫目録927,享保元年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ad33fedb-68f1-4115-b8c7-61bcc392b87d.json,ad33fedb-68f1-4115-b8c7-61bcc392b87d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/ad33fedb-68f1-4115-b8c7-61bcc392b87d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fcac5d4a37b4fd4a3109c60f6d4407d11a73cf6b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40496,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0927,1716,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ad33fedb-68f1-4115-b8c7-61bcc392b87d/manifest,,,,,88
"宇治頼政歌道扇 / 伊藤流枝  , 清水三郎兵衛作",うじよりまさかどうのおうぎ,83丁 ; 22cm,,刊年:[享保四年],諸派,,E22:776:928|A00:霞亭:928,東京大学総合図書館霞亭文庫目録927,享保四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/839f2c6c-f31b-49b2-bba2-2bb17a0f8f92.json,839f2c6c-f31b-49b2-bba2-2bb17a0f8f92,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/839f2c6c-f31b-49b2-bba2-2bb17a0f8f92,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/43d20d311f88c66d2e6ab9b20883617ee8eed202.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40497,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0928,1719,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/839f2c6c-f31b-49b2-bba2-2bb17a0f8f92/manifest,,,,,87
八百やお七江戸紫,やおやおしちえどむらさき,10丁 : 挿絵 ; 19cm,八百屋お七江戸紫,"書題簽:「八百屋お七江戸紫」|刊記:享保五年, 江戸・村田屋新板",諸派,,E22:776:929|A00:霞亭:929,東京大学総合図書館霞亭文庫目録929,享保五年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b1ff2bc5-12dd-456c-a408-beeecbddd409.json,b1ff2bc5-12dd-456c-a408-beeecbddd409,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/b1ff2bc5-12dd-456c-a408-beeecbddd409,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ed3e2320d122a0d0f7c14864a7bf730b6dfc34ec.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40498,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0929,1720,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b1ff2bc5-12dd-456c-a408-beeecbddd409/manifest,,,,,14
