書名,書名ヨミ,その他の書名,請求記号,文庫整理番号,収録書総目録I-通巻番号,言語,資料種別,著者・編者,出版社,出版年,冊数,形態,備考,注記,文庫区分,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
百箇條々,,,A00:竹冷:494,竹494,2946,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8849ef79-7ffc-1788-68c3-4e103ae5873c.json,8849ef79-7ffc-1788-68c3-4e103ae5873c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/8849ef79-7ffc-1788-68c3-4e103ae5873c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e513b9ffb581629b8dee1c98d3f850efbfeac139.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743595,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2945,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8849ef79-7ffc-1788-68c3-4e103ae5873c/manifest,,,,,39
正風論並星月夜集弁難,,,A00:竹冷:495,竹495,2947,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/29ad6ae6-8d69-66b4-613e-cf7bc02d38eb.json,29ad6ae6-8d69-66b4-613e-cf7bc02d38eb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/29ad6ae6-8d69-66b4-613e-cf7bc02d38eb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae6a4033657075c66dfe568cfc928bd05c9ae155.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743594,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2946,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/29ad6ae6-8d69-66b4-613e-cf7bc02d38eb/manifest,,,,,36
無門関,,,A00:竹冷:496,竹496,2948,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4d775900-63b1-537d-1611-c67510ba248d.json,4d775900-63b1-537d-1611-c67510ba248d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/4d775900-63b1-537d-1611-c67510ba248d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f3dd95ddd8ee02cf1833f899c6bbd02ed8910124.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743593,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2947,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4d775900-63b1-537d-1611-c67510ba248d/manifest,,,,,72
報恩集 十三條上,,,A00:竹冷:504,竹504,2951,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b310a969-9113-469e-349c-a7db0f50787e.json,b310a969-9113-469e-349c-a7db0f50787e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b310a969-9113-469e-349c-a7db0f50787e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fd54f0b4deace43dffd4f37ab275b90a1a10750d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743592,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2948,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b310a969-9113-469e-349c-a7db0f50787e/manifest,,,,,36
とはしくさ,,,A00:竹冷:506,竹506,2952,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6dec28bd-5af8-6674-98fa-cfd7f45d4cc3.json,6dec28bd-5af8-6674-98fa-cfd7f45d4cc3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/6dec28bd-5af8-6674-98fa-cfd7f45d4cc3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b6e5785b27ddf099e6a2eeac6fe7f5fc22609d12.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743591,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2949,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6dec28bd-5af8-6674-98fa-cfd7f45d4cc3/manifest,,,,,54
仮名遣捷径,,,A00:竹冷:510,竹510,2953,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2e430a35-0b7b-60df-7e00-3c0815b4747c.json,2e430a35-0b7b-60df-7e00-3c0815b4747c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/2e430a35-0b7b-60df-7e00-3c0815b4747c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1e041bb28001f96d6ece38e8c43a0f66edb58d32.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743590,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2950,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2e430a35-0b7b-60df-7e00-3c0815b4747c/manifest,,,,,34
歌論 前編,,,A00:竹冷:512,竹512,2954,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b2484fbc-9342-0dc4-0b89-3fee89fc4f88.json,b2484fbc-9342-0dc4-0b89-3fee89fc4f88,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b2484fbc-9342-0dc4-0b89-3fee89fc4f88,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/691e7776b2203f3e4f6eca056ae553968622d3f3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743589,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2951,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b2484fbc-9342-0dc4-0b89-3fee89fc4f88/manifest,,,,,92
俳論語集上,,,A00:竹冷:513,竹513,2955,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1b90f914-a116-9e25-48c9-76004178522a.json,1b90f914-a116-9e25-48c9-76004178522a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/1b90f914-a116-9e25-48c9-76004178522a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/94b916feb5d43eaaf342b86fbadba65497349935.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743588,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2952,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1b90f914-a116-9e25-48c9-76004178522a/manifest,,,,,38
"正風俳諧直旨伝, 蕉門正風師説録",,,A00:竹冷:514,竹514,2956,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1813692e-5582-39d3-7a64-0aaf9352880a.json,1813692e-5582-39d3-7a64-0aaf9352880a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/1813692e-5582-39d3-7a64-0aaf9352880a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e57c93699f95d83eeb313c1b474b657832c05365.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743587,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2953,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1813692e-5582-39d3-7a64-0aaf9352880a/manifest,,,,,55
古学裁断字論,,,A00:竹冷:515,竹515,2957,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7f4b94d6-1102-8e2b-4e02-56e5422c1a39.json,7f4b94d6-1102-8e2b-4e02-56e5422c1a39,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/7f4b94d6-1102-8e2b-4e02-56e5422c1a39,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2314cc4e3340789ea15d52e612fab5c3949a57f9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743586,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2954,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7f4b94d6-1102-8e2b-4e02-56e5422c1a39/manifest,,,,,91
三四考,,,A00:竹冷:516,竹516,2958,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c434486-7ce2-2cf1-15d2-7b8be284592b.json,3c434486-7ce2-2cf1-15d2-7b8be284592b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/3c434486-7ce2-2cf1-15d2-7b8be284592b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b039cabf1662db9f3a877609cf6b66ac9adbfbaf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743585,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2955,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3c434486-7ce2-2cf1-15d2-7b8be284592b/manifest,,,,,71
玉池雑藻 二・三,,,A00:竹冷:517,竹517,2959,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6cb0a10a-7ed7-6cd6-89ac-cab534b66350.json,6cb0a10a-7ed7-6cd6-89ac-cab534b66350,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/6cb0a10a-7ed7-6cd6-89ac-cab534b66350,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1bd8dcd5589236195e64154f11be3ae2effc65f4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743584,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2956,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6cb0a10a-7ed7-6cd6-89ac-cab534b66350/manifest,,,,,82
蕉風獅子門三書,,,A00:竹冷:518,竹518,2960,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c676a815-63ee-53e1-3514-800a5f7621e5.json,c676a815-63ee-53e1-3514-800a5f7621e5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/c676a815-63ee-53e1-3514-800a5f7621e5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f99baa00767a6981355296c18f94125126702637.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743583,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2957,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c676a815-63ee-53e1-3514-800a5f7621e5/manifest,,,,,46
蕉風無格弁,,,A00:竹冷:520,竹520,2691,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d2792c53-32d8-0bbb-90cc-8a6d52b21787.json,d2792c53-32d8-0bbb-90cc-8a6d52b21787,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/d2792c53-32d8-0bbb-90cc-8a6d52b21787,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e32074168c6dadb79e8454b2c829f9b5d4453c80.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743582,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2958,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d2792c53-32d8-0bbb-90cc-8a6d52b21787/manifest,,,,,147
鳴弦之書,,,A00:竹冷:521,竹521,2962,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8923bf91-3e79-8130-7b38-c4a135472faa.json,8923bf91-3e79-8130-7b38-c4a135472faa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/8923bf91-3e79-8130-7b38-c4a135472faa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/28cd1f7616fa1a8505a378a4dc610740a78779c1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743581,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2959,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8923bf91-3e79-8130-7b38-c4a135472faa/manifest,,,,,21
猿黐 破邪顕正再返答,,,A00:竹冷:523,竹523,2963,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4830a5be-9955-5fa2-5c68-a13a72aba5c5.json,4830a5be-9955-5fa2-5c68-a13a72aba5c5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/4830a5be-9955-5fa2-5c68-a13a72aba5c5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/442b423844a85cf4ed3b3eb02f54955f37238781.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743580,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2960,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4830a5be-9955-5fa2-5c68-a13a72aba5c5/manifest,,,,,69
"露川責, 露川返答",,,A00:竹冷:524,竹524,2964,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1724b958-29ba-66da-4115-abc8b1da841d.json,1724b958-29ba-66da-4115-abc8b1da841d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/1724b958-29ba-66da-4115-abc8b1da841d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/15b1a5f3bc86b4b8accd1c82a3a380fc7da66a36.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743579,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2961,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1724b958-29ba-66da-4115-abc8b1da841d/manifest,,,,,53
梅宇点俳詣帖,,,A00:竹冷:526,竹526,2965,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a1daad3-4b1d-33f1-3f2a-0a05d3be9de0.json,5a1daad3-4b1d-33f1-3f2a-0a05d3be9de0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/5a1daad3-4b1d-33f1-3f2a-0a05d3be9de0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b10b858077b4017a2d03546db9280e4a671a785b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743578,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2962,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a1daad3-4b1d-33f1-3f2a-0a05d3be9de0/manifest,,,,,33
落葉籠,,,A00:竹冷:529,竹529,2966,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4a1b2448-9214-6e5d-151f-e74d93b97998.json,4a1b2448-9214-6e5d-151f-e74d93b97998,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/4a1b2448-9214-6e5d-151f-e74d93b97998,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6f09da848078ef2ac93767eb890b2a92d57b7025.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743577,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2963,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4a1b2448-9214-6e5d-151f-e74d93b97998/manifest,,,,,51
歴代滑稽伝,,,A00:竹冷:531,竹531,2967,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b84b5960-986f-3767-24d9-4918c5145dad.json,b84b5960-986f-3767-24d9-4918c5145dad,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b84b5960-986f-3767-24d9-4918c5145dad,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/369b01e0dd7160898eb50e7498b0aa6ea742f8d6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743576,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2964,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b84b5960-986f-3767-24d9-4918c5145dad/manifest,,,,,42
井蛙問答竹,,,A00:竹冷:532,竹532,2968,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1a8247d1-43b4-8693-813a-b4a63ea70fa2.json,1a8247d1-43b4-8693-813a-b4a63ea70fa2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/1a8247d1-43b4-8693-813a-b4a63ea70fa2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c482d478da41c33c0eaf5bab9b1746d292ccf000.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743575,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2965,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1a8247d1-43b4-8693-813a-b4a63ea70fa2/manifest,,,,,19
ひとりこと,,,A00:竹冷:533,竹533,2969,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c32c0dc-7126-71e0-a158-4d146b8078e1.json,2c32c0dc-7126-71e0-a158-4d146b8078e1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/2c32c0dc-7126-71e0-a158-4d146b8078e1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e5bfb670cfc51a0aa8289c960ffdf77421f5ac86.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743574,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2966,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2c32c0dc-7126-71e0-a158-4d146b8078e1/manifest,,,,,70
新撰大和詞,,,A00:竹冷:534,竹534,2970,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,竹冷文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/705e0626-9f70-423e-2fb2-4c37cc0b70ff.json,705e0626-9f70-423e-2fb2-4c37cc0b70ff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/705e0626-9f70-423e-2fb2-4c37cc0b70ff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/da84cb3b38090592ac2bbde03854d6a751d33588.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/743573,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),2967,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/705e0626-9f70-423e-2fb2-4c37cc0b70ff/manifest,,,,,98
