資料名	資料名冒頭ヨミ	成立年次1	数量	成立年次2（複数年にわたる場合）	トップフォルダ	階層記号	階層名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
服部宇之吉、岩谷孫蔵から久保田文部大臣宛(封筒欠)	ハットリウノキチ	????.12.08			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/73e77ea2-80ee-114b-02bf-babaa05a1a2f.json	73e77ea2-80ee-114b-02bf-babaa05a1a2f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/73e77ea2-80ee-114b-02bf-babaa05a1a2f	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4ac2c63782f9ed0b4d790f3a7e014e5865daa89f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539248	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0212		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/73e77ea2-80ee-114b-02bf-babaa05a1a2f/manifest					5
狩野亨吉書簡下書(宛先不明)	カノウコウキチ				清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9ff1bec5-5a09-994c-422f-add4c65a467c.json	9ff1bec5-5a09-994c-422f-add4c65a467c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/9ff1bec5-5a09-994c-422f-add4c65a467c	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b6d08d6d1e95d5073e1e87c50080f49e5ea48b44.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539249	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0213		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9ff1bec5-5a09-994c-422f-add4c65a467c/manifest					1
差出人不明書簡部分(封筒欠)	サシダシニンフメイ				清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/82d5e255-324f-0bd0-75df-9b74c6bc7039.json	82d5e255-324f-0bd0-75df-9b74c6bc7039	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/82d5e255-324f-0bd0-75df-9b74c6bc7039	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c2c7b5618a6022f378d3c2b7c983019b4395ad00.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539250	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0214		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/82d5e255-324f-0bd0-75df-9b74c6bc7039/manifest					1
「清国京師大学堂派定留学生ニ関スル書類」付・「清国京師大学堂留学生ニ関スル第一年報告書」下書	シンコクケイシダイガクドウ	1905.01	2綴		清国留学生関係文書	留学生02	留学生に関する報告書(第一年)	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/35b4f28b-9ecb-30d7-9875-e303c2363fa9.json	35b4f28b-9ecb-30d7-9875-e303c2363fa9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/35b4f28b-9ecb-30d7-9875-e303c2363fa9	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f1f78bd66a08aed1cecaad67f1511f3ee908fc6b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539251	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0215		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/35b4f28b-9ecb-30d7-9875-e303c2363fa9/manifest					55
「清国京師大学堂留学生ニ関スル第二年報告書」付・下書	シンコクケイシダイガクドウ	1906.03	2部		清国留学生関係文書	留学生03	留学生に関する報告書(第二年)	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0ecaf87b-972c-3e68-0bc9-de2bfdbda48c.json	0ecaf87b-972c-3e68-0bc9-de2bfdbda48c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/0ecaf87b-972c-3e68-0bc9-de2bfdbda48c	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6110b9c7e33c35fb82880698e3d226250c4f4a01.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539252	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0216		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0ecaf87b-972c-3e68-0bc9-de2bfdbda48c/manifest					44
留学生の名簿	リュウガクセイ		1枚		清国留学生関係文書	留学生04	留学生の名簿	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/edc0d4e2-3473-a22a-33fc-e392aed2a598.json	edc0d4e2-3473-a22a-33fc-e392aed2a598	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/edc0d4e2-3473-a22a-33fc-e392aed2a598	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/447f348714e1645fb9c3c74324aaeaa440926d9f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539253	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0217		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/edc0d4e2-3473-a22a-33fc-e392aed2a598/manifest					2
支那留学生諸経費関係書類	シナリュウガクセイ		18枚		清国留学生関係文書	留学生05	留学生諸経費関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/afa9409a-38f2-5c2c-12a6-2e6f281b819b.json	afa9409a-38f2-5c2c-12a6-2e6f281b819b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/afa9409a-38f2-5c2c-12a6-2e6f281b819b	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/880c349dffa9e5f7b352dc730e6bdac494f02d50.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539254	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0218		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/afa9409a-38f2-5c2c-12a6-2e6f281b819b/manifest					23
留学生のための教科書・読本割当(下書)	リュウガクセイノタメノ		3部		清国留学生関係文書	留学生06	留学生のための教科書・読本割当	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/766648c1-2b0e-3994-291d-a8368c8019d1.json	766648c1-2b0e-3994-291d-a8368c8019d1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/766648c1-2b0e-3994-291d-a8368c8019d1	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d1924cb13f4d1f90855e0e1924ead15bf564b91e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539255	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0219		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/766648c1-2b0e-3994-291d-a8368c8019d1/manifest					16
留学生のための教科書・読本割当(メモ)	リュウガクセイノタメノ		1綴		清国留学生関係文書	留学生06	留学生のための教科書・読本割当	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1fdb6a04-284e-183e-592c-b04f72874de2.json	1fdb6a04-284e-183e-592c-b04f72874de2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/1fdb6a04-284e-183e-592c-b04f72874de2	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ca2d80cf384aac301f1aa5ab338327dabe4c262c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539256	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0220		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1fdb6a04-284e-183e-592c-b04f72874de2/manifest					22
留学生夏期講習関係書類	リュウガクセイカキコウシュウ	1904	15枚		清国留学生関係文書	留学生07	留学生夏期講習関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c55784bb-9f32-3473-1793-9f621be47ed5.json	c55784bb-9f32-3473-1793-9f621be47ed5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/c55784bb-9f32-3473-1793-9f621be47ed5	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fdca099db8bbc9c58a0e0276800d38eb0261e30b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539257	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0221		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c55784bb-9f32-3473-1793-9f621be47ed5/manifest					11
留学生身体検査表	リュウガクセイシンタイケンサ		1綴		清国留学生関係文書	留学生08	留学生身体検査表	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5c83b91c-0e7e-7a38-4fe9-e9d33aaf8130.json	5c83b91c-0e7e-7a38-4fe9-e9d33aaf8130	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/5c83b91c-0e7e-7a38-4fe9-e9d33aaf8130	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f44dacca995e317a08b97727235c68770420c902.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539258	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0222		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5c83b91c-0e7e-7a38-4fe9-e9d33aaf8130/manifest					32
留学生陳継鵾の名刺	リュウガクセイ		1枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/08a7c293-6293-30d1-41ac-f9c56e6a4732.json	08a7c293-6293-30d1-41ac-f9c56e6a4732	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/08a7c293-6293-30d1-41ac-f9c56e6a4732	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6eec3ea744417ee5adaeccd18470c639131e015f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539259	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0223		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/08a7c293-6293-30d1-41ac-f9c56e6a4732/manifest					1
留学生席聘臣から谷山生徒監宛封書(封筒欠)	リュウガクセイ		7枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aa88e017-19e6-5126-24ed-eb5f403c1b27.json	aa88e017-19e6-5126-24ed-eb5f403c1b27	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/aa88e017-19e6-5126-24ed-eb5f403c1b27	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5f174382d40b278e8b906f8c6f16926c6cbb96a9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539260	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0224		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aa88e017-19e6-5126-24ed-eb5f403c1b27/manifest					1
留学生杜福垣から狩野亨吉宛封書(封筒欠)	リュウガクセイ	1904	7枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8ca285ca-0725-92d1-95ce-6958eb5b24ce.json	8ca285ca-0725-92d1-95ce-6958eb5b24ce	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/8ca285ca-0725-92d1-95ce-6958eb5b24ce	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/001fed0c43d9548df548762203f3230bf9d0dda1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539261	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0225		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8ca285ca-0725-92d1-95ce-6958eb5b24ce/manifest					1
留学生陳治安から谷山生徒監宛封書(封筒欠)	リュウガクセイ	1904	7枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/96f80cbd-468c-0e38-2ec0-10bc993c6fe1.json	96f80cbd-468c-0e38-2ec0-10bc993c6fe1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/96f80cbd-468c-0e38-2ec0-10bc993c6fe1	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/34cb689e0cb871ee0c67e6cd852abc3d01dd74a6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539262	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0226		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/96f80cbd-468c-0e38-2ec0-10bc993c6fe1/manifest					1
留学生顧徳隣から谷山生徒監宛封書(封筒欠)	リュウガクセイ	1904.03.27	7枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/de47848a-14c5-8ecb-0d1e-b3106d779fb7.json	de47848a-14c5-8ecb-0d1e-b3106d779fb7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/de47848a-14c5-8ecb-0d1e-b3106d779fb7	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/294a4b3ca4456ad2dfcb09380c915135787b8c2e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539263	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0227		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/de47848a-14c5-8ecb-0d1e-b3106d779fb7/manifest					1
留学生鐘賡言から谷山生徒監宛封書(封筒欠)	リュウガクセイ		7枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4cbf11da-92cc-0d77-13f4-0f9cdf65367a.json	4cbf11da-92cc-0d77-13f4-0f9cdf65367a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4cbf11da-92cc-0d77-13f4-0f9cdf65367a	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c83c928a256a754c7e9b81d6675e43bb5ddd4388.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539264	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0228		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4cbf11da-92cc-0d77-13f4-0f9cdf65367a/manifest					1
留学生余棨昌、杜福垣、景定成から谷山生徒監宛封書	リュウガクセイ	????.??.23	7枚		清国留学生関係文書	留学生09	留学生からの書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5557adbd-1d60-5121-347d-0688002d1581.json	5557adbd-1d60-5121-347d-0688002d1581	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/5557adbd-1d60-5121-347d-0688002d1581	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f6f0f5e3e4565a92a7a5b9a16a1b828f07523302.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539265	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0229		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5557adbd-1d60-5121-347d-0688002d1581/manifest					2
谷山生徒監から狩野校長宛の通知	タニヤマセイトカン	????.06.08	3枚		清国留学生関係文書	留学生10	谷山生徒監からの通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fbd78336-298e-0991-9993-812e838f908c.json	fbd78336-298e-0991-9993-812e838f908c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/fbd78336-298e-0991-9993-812e838f908c	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a30487a896a1503abc94c83abb1008e049e8708d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539266	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0230		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fbd78336-298e-0991-9993-812e838f908c/manifest					1
谷山生徒監からの狩野校長宛の通知	タニヤマセイトカン	1905.03.29			清国留学生関係文書	留学生10	谷山生徒監からの通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f6083cb2-2c5f-997d-838b-cc88a231075a.json	f6083cb2-2c5f-997d-838b-cc88a231075a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/f6083cb2-2c5f-997d-838b-cc88a231075a	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a90ceb922fb78b628b15b4ebbaf6ff0a245a5458.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539267	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0231		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f6083cb2-2c5f-997d-838b-cc88a231075a/manifest					2
谷山生徒監からの清国宛の通知	タニヤマセイトカン	????.03.15			清国留学生関係文書	留学生10	谷山生徒監からの通知	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b5278aba-4aef-3679-a1a5-42eabc363a21.json	b5278aba-4aef-3679-a1a5-42eabc363a21	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/b5278aba-4aef-3679-a1a5-42eabc363a21	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4500bb36d0548c9de2b5dd0c163c70da364e3aff.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539268	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0232		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b5278aba-4aef-3679-a1a5-42eabc363a21/manifest					1
