資料名	資料名冒頭ヨミ	成立年次1	数量	成立年次2（複数年にわたる場合）	トップフォルダ	階層記号	階層名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7b049fd9-7ec4-8f13-8fac-896e623c71c8.json	7b049fd9-7ec4-8f13-8fac-896e623c71c8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7b049fd9-7ec4-8f13-8fac-896e623c71c8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ffbbd752b99bbd2d5b7ce5fa5304bab20abe4cd7.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539062	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0026		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7b049fd9-7ec4-8f13-8fac-896e623c71c8/manifest					3
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4386166b-50c0-3456-7973-5354225aa74b.json	4386166b-50c0-3456-7973-5354225aa74b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4386166b-50c0-3456-7973-5354225aa74b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f8892ff861a5eb159563efe6802aea5e01e6d788.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539063	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0027		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4386166b-50c0-3456-7973-5354225aa74b/manifest					14
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/72040b2f-0c39-3aa3-9c27-c32b6d837bda.json	72040b2f-0c39-3aa3-9c27-c32b6d837bda	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/72040b2f-0c39-3aa3-9c27-c32b6d837bda	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c6d044ac350c5b1def28ec1c9db68cfcef19148a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539064	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0028		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/72040b2f-0c39-3aa3-9c27-c32b6d837bda/manifest					20
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d6d2f006-8d6d-3a5c-2c79-7310fce336b3.json	d6d2f006-8d6d-3a5c-2c79-7310fce336b3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/d6d2f006-8d6d-3a5c-2c79-7310fce336b3	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3b5cf9561a06c238908137d290eec46442f47fb2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539065	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0029		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d6d2f006-8d6d-3a5c-2c79-7310fce336b3/manifest					12
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/08b6e656-1c6f-377f-1e4a-479e6b5ba2ba.json	08b6e656-1c6f-377f-1e4a-479e6b5ba2ba	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/08b6e656-1c6f-377f-1e4a-479e6b5ba2ba	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9fb3512c45bdf845ea02050bfc0b2e302740daaf.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539066	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0030		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/08b6e656-1c6f-377f-1e4a-479e6b5ba2ba/manifest					3
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0ea99ece-62de-1219-2b55-214e1ec60c82.json	0ea99ece-62de-1219-2b55-214e1ec60c82	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/0ea99ece-62de-1219-2b55-214e1ec60c82	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c21c71c547101ef0292d7f5699fdf8e27bd29e8d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539067	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0031		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0ea99ece-62de-1219-2b55-214e1ec60c82/manifest					5
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1f35c655-737a-50a4-36ee-ce7f91d88aa7.json	1f35c655-737a-50a4-36ee-ce7f91d88aa7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/1f35c655-737a-50a4-36ee-ce7f91d88aa7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e2a66af18eac18977cabb6ed1928f9a9e1ed96b6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539068	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0032		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1f35c655-737a-50a4-36ee-ce7f91d88aa7/manifest					3
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/68562860-516e-2f7e-0656-24fe6dd66e69.json	68562860-516e-2f7e-0656-24fe6dd66e69	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/68562860-516e-2f7e-0656-24fe6dd66e69	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/63f7c674b364fb7fa3bb4a51591cc086eb7da1a4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539069	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0033		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/68562860-516e-2f7e-0656-24fe6dd66e69/manifest					9
一高関係メモ類	イチコウカンケイ				第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/84081f36-9332-4881-7a1c-9c905d4512e3.json	84081f36-9332-4881-7a1c-9c905d4512e3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/84081f36-9332-4881-7a1c-9c905d4512e3	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/aad687f3303056190d733861942a64d03e33da7b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539070	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0034		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/84081f36-9332-4881-7a1c-9c905d4512e3/manifest					2
メモ用紙(白紙)	メモヨウシ		2綴と6枚		第一高等学校関係文書	一高03	一高関係メモ類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3a799579-021d-5330-1f20-370c42f15633.json	3a799579-021d-5330-1f20-370c42f15633	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/3a799579-021d-5330-1f20-370c42f15633	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse		https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539071	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0035							0
図書寄贈に対する一高から博士への感謝状	トショキゾウ	1906.03			第一高等学校関係文書	一高04	図書寄贈に対する感謝状	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a4a98719-8646-21fc-48f3-200e8fb6451d.json	a4a98719-8646-21fc-48f3-200e8fb6451d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a4a98719-8646-21fc-48f3-200e8fb6451d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/52f0332a43149daa9f08627f105c845556aed4e1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539072	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0036		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a4a98719-8646-21fc-48f3-200e8fb6451d/manifest					3
図書寄贈に対する一高から博士への感謝状	トショキゾウ	1910.04.20			第一高等学校関係文書	一高04	図書寄贈に対する感謝状	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a7a39b2c-1a2d-2133-3df8-200560060465.json	a7a39b2c-1a2d-2133-3df8-200560060465	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a7a39b2c-1a2d-2133-3df8-200560060465	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/45c3022465b61a97aeb06d7f53aab6b0982a5f7a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539073	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0037		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a7a39b2c-1a2d-2133-3df8-200560060465/manifest					3
図書寄贈に対する一高から博士への感謝状	トショキゾウ	1911.12.25			第一高等学校関係文書	一高04	図書寄贈に対する感謝状	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/41d7d72c-184c-9ee5-9142-d2da21a88ba5.json	41d7d72c-184c-9ee5-9142-d2da21a88ba5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/41d7d72c-184c-9ee5-9142-d2da21a88ba5	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse		https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539074	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0038							0
図書寄贈に対する一高から博士への感謝状	トショキゾウ	1916.05.05			第一高等学校関係文書	一高04	図書寄贈に対する感謝状	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a6c497b1-0d9b-6e93-1c91-d59ad4aaa2b8.json	a6c497b1-0d9b-6e93-1c91-d59ad4aaa2b8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a6c497b1-0d9b-6e93-1c91-d59ad4aaa2b8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cc4741f54962e327428ce282043850d8ac126137.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539075	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0039		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a6c497b1-0d9b-6e93-1c91-d59ad4aaa2b8/manifest					3
「第一高等学校職員歴年官等俸給一覧」	ダイイチコウトウガッコウ	1899.11	8種		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f6a8a1a4-2868-659b-6165-ee3459ca239a.json	f6a8a1a4-2868-659b-6165-ee3459ca239a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/f6a8a1a4-2868-659b-6165-ee3459ca239a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8de0bb52172b269c0308eda3b526b316f6ac8b20.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539076	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0040		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f6a8a1a4-2868-659b-6165-ee3459ca239a/manifest					44
ドイツ人教師旅費支給に関する始末書	ドイツジンキョウシ	1907.10.15	1通		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/080fdd38-2b73-2822-0963-2041277a37b8.json	080fdd38-2b73-2822-0963-2041277a37b8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/080fdd38-2b73-2822-0963-2041277a37b8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c2fc9058bd2ea3238905a6539b3a59cb5704fc88.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539077	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0041		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/080fdd38-2b73-2822-0963-2041277a37b8/manifest					1
「明治三十五年九月以降教官時間割」	メイジサンジュウゴ	1902.09	1枚		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3ac37bd2-57c8-0309-7ffb-3f38a6424a6c.json	3ac37bd2-57c8-0309-7ffb-3f38a6424a6c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/3ac37bd2-57c8-0309-7ffb-3f38a6424a6c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f0e3a35d54e7e7333dd78928b000693c9e6fb464.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539078	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0042		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ac37bd2-57c8-0309-7ffb-3f38a6424a6c/manifest					2
クラス担当表	クラスタントウヒョウ		1枚		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b63ccd51-39a3-7a4e-077a-5d0c04438343.json	b63ccd51-39a3-7a4e-077a-5d0c04438343	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/b63ccd51-39a3-7a4e-077a-5d0c04438343	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e6671c5fec29a7c97f04fb9c7ab253b4510aabee.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539079	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0043		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b63ccd51-39a3-7a4e-077a-5d0c04438343/manifest					1
高津鍬三郎の出張願	タカツクワサブロウ	1900.04	1通		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5673ad11-52fb-9a64-1568-f17e79263bf6.json	5673ad11-52fb-9a64-1568-f17e79263bf6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/5673ad11-52fb-9a64-1568-f17e79263bf6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ea5580d35f332eff771cd83779b53ac9ad8da2dd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539080	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0044		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5673ad11-52fb-9a64-1568-f17e79263bf6/manifest					1
「中等教員養成所講師応嘱願」	チュウガクキョウイン	1901.12.06	1通		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/323e78fa-844e-3312-51d9-907cefc07478.json	323e78fa-844e-3312-51d9-907cefc07478	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/323e78fa-844e-3312-51d9-907cefc07478	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75b26af2f7c6eaac05e4c4388bee1c4694420453.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539081	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0045		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/323e78fa-844e-3312-51d9-907cefc07478/manifest					1
余田司馬人略歴	ヨデンシマト		1枚		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e36b3baa-4b4f-7073-9c96-e195e8d5188a.json	e36b3baa-4b4f-7073-9c96-e195e8d5188a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e36b3baa-4b4f-7073-9c96-e195e8d5188a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/06c86ed1f2abb8e484dc4372cb1fff2069c2c9c0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539082	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0046		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e36b3baa-4b4f-7073-9c96-e195e8d5188a/manifest					1
山川信次郎事件関係書類 山川信次郎の自筆始末書	ヤマカワシンジロウ		1通		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/31c31386-87c5-0523-99c2-e4fd92c48c29.json	31c31386-87c5-0523-99c2-e4fd92c48c29	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/31c31386-87c5-0523-99c2-e4fd92c48c29	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b389260d082ca4d860c7fc393f238f6880ece346.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539083	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0047		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/31c31386-87c5-0523-99c2-e4fd92c48c29/manifest					1
山川信次郎事件関係書類 山川信次郎の博士宛書類	ヤマカワシンジロウ		1通		第一高等学校関係文書	一高05	教職員関係書類	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d1e87e3b-028e-3329-a00b-ac90e2b46f4e.json	d1e87e3b-028e-3329-a00b-ac90e2b46f4e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/d1e87e3b-028e-3329-a00b-ac90e2b46f4e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3f54ec92f16974ff4fe93e771902b0cb5ed2b039.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539084	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0048		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d1e87e3b-028e-3329-a00b-ac90e2b46f4e/manifest					2
